Source.Name;joueur;Position;Club;Numéro;Âge;Taille;Valeur de transfert
equateur.csv;;AD, ATT, MO, AG;Flamengo;19;25;178 cm;9,2 M €
equateur.csv;;;;;;;
equateur.csv;Gonzalo Plata;;;;;;
equateur.csv;;AG, MG, AD, MD, DLG;Sunderland;20;22;182 cm;7,5 M €
equateur.csv;;;;;;;
equateur.csv;Nilson Angulo;;;;;;
equateur.csv;;ATT, AD, MO, MD;Venezia;9;25;170 cm;2,6 M €
equateur.csv;;;;;;;
equateur.csv;John Yeboah;;;;;;
equateur.csv;;ATT, MO;Union St.Gilloise;11;26;190 cm;3,4 M €
equateur.csv;;;;;;;
equateur.csv;Kevin Rodríguez;;;;;;
equateur.csv;;ATT;Pachuca;13;36;177 cm;1,3 M €
equateur.csv;;;;;;;
equateur.csv;Enner Valencia;;;;;;
equateur.csv;;ATT, MO, AG;Atletico MG;14;23;171 cm;3,7 M €
equateur.csv;;;;;;;
equateur.csv;Alan Minda;;;;;;
equateur.csv;;ATT;Huracan;16;28;181 cm;931,7 k €
equateur.csv;;;;;;;
equateur.csv;Jordy Caicedo;;;;;;
equateur.csv;;ATT, MO;VfB Stuttgart II;26;21;173 cm;2,6 M €
equateur.csv;;;;;;;
equateur.csv;Jeremy Arévalo;;;;;;
escoss.csv;;Entraineur;Écosse;;62;;
escoss.csv;;;;;;;
escoss.csv;Steve Clarke;;;;;;
escoss.csv;;GA;Nottingham Forest;1;30;196 cm;1,2 M €
escoss.csv;;;;;;;
escoss.csv;Angus Gunn;;;;;;
escoss.csv;;GA;Rangers;12;30;189 cm;410,7 k €
escoss.csv;;;;;;;
escoss.csv;Liam Kelly;;;;;;
escoss.csv;;GA;Hearts;21;43;193 cm;254,4 k €
escoss.csv;;;;;;;
escoss.csv;Craig Gordon;;;;;;
escoss.csv;;DD, DG;Brentford;2;23;185 cm;20,1 M €
escoss.csv;;;;;;;
escoss.csv;Aaron Hickey;;;;;;
escoss.csv;;DD;Everton;22;24;189 cm;12,6 M €
escoss.csv;;;;;;;
escoss.csv;Nathan Patterson;;;;;;
escoss.csv;;DD, DC;Celtic;24;27;178 cm;928,7 k €
escoss.csv;;;;;;;
escoss.csv;Anthony Ralston;;;;;;
escoss.csv;;DC;Hibernian;5;34;188 cm;333,9 k €
escoss.csv;;;;;;;
escoss.csv;Grant Hanley;;;;;;
escoss.csv;;DC;Al-Ettifaq;13;31;175 cm;1,3 M €
escoss.csv;;;;;;;
escoss.csv;Jack Hendry;;;;;;
escoss.csv;;DC;Rangers;15;29;186 cm;1,6 M €
escoss.csv;;;;;;;
escoss.csv;John Souttar;;;;;;
escoss.csv;;DC;Wrexham;16;30;188 cm;1,8 M €
escoss.csv;;;;;;;
escoss.csv;Dominic Hyam;;;;;;
escoss.csv;;DC;Dinamo Zagreb;26;29;188 cm;2,3 M €
escoss.csv;;;;;;;
escoss.csv;Scott McKenna;;;;;;
escoss.csv;;DG, DC;Liverpool;3;32;178 cm;10,3 M €
escoss.csv;;;;;;;
escoss.csv;Andrew Robertson;;;;;;
escoss.csv;;DG, DC;Celtic;6;29;178 cm;4,8 M €
escoss.csv;;;;;;;
escoss.csv;Kieran Tierney;;;;;;
escoss.csv;;MD, AG, MO, MC;Napoli;4;29;193 cm;44,9 M €
escoss.csv;;;;;;;
escoss.csv;Scott McTominay;;;;;;
escoss.csv;;MD, MC, MO;Manchester United U21;8;19;183 cm;90 k €
escoss.csv;;;;;;;
escoss.csv;Tyler Fletcher;;;;;;
escoss.csv;;MD, MO;AFC Bournemouth;11;31;178 cm;9,4 M €
escoss.csv;;;;;;;
escoss.csv;Ryan Christie;;;;;;
escoss.csv;;MD, MC, MO, MD;Bologna;19;26;181 cm;19,2 M €
escoss.csv;;;;;;;
escoss.csv;Lewis Ferguson;;;;;;
escoss.csv;;MD, MC, DG, AD;Norwich City;23;34;183 cm;579,5 k €
escoss.csv;;;;;;;
escoss.csv;Kenny McLean;;;;;;
escoss.csv;;AD, MD, MO, AG, MC, MD;Aston Villa;7;31;175 cm;17,6 M €
escoss.csv;;;;;;;
escoss.csv;John McGinn;;;;;;
escoss.csv;;AD;AFC Bournemouth;17;20;176 cm;21,5 M €
escoss.csv;;;;;;;
escoss.csv;Ben Gannon-Doak;;;;;;
escoss.csv;;AG, MD, MO, MG, DD, MD;Rangers;25;19;180 cm;1,5 M €
escoss.csv;;;;;;;
escoss.csv;Findlay Curtis;;;;;;
escoss.csv;;ATT;Charlton Athletic;9;30;188 cm;831,4 k €
escoss.csv;;;;;;;
escoss.csv;Lyndon Dykes;;;;;;
escoss.csv;;ATT, MO;Torino;10;29;178 cm;9 M €
escoss.csv;;;;;;;
escoss.csv;Ché Adams;;;;;;
escoss.csv;;ATT;Southampton;14;29;188 cm;1,6 M €
escoss.csv;;;;;;;
escoss.csv;Ross Stewart;;;;;;
escoss.csv;;ATT;Ipswich Town;18;27;191 cm;8,9 M €
escoss.csv;;;;;;;
escoss.csv;George Hirst;;;;;;
escoss.csv;;ATT;Hearts;20;30;185 cm;2,2 M €
escoss.csv;;;;;;;
escoss.csv;Lawrence Shankland;;;;;;
espagna.csv;;Entraineur;Espagne;;64;;
espagna.csv;;;;;;;
espagna.csv;Luis de la Fuente;;;;;;
espagna.csv;;GA;Arsenal;1;30;183 cm;30,5 M €
espagna.csv;;;;;;;
espagna.csv;David Raya;;;;;;
espagna.csv;;GA;Barcelona;13;25;193 cm;31,9 M €
espagna.csv;;;;;;;
espagna.csv;Joan García;;;;;;
espagna.csv;;GA;Athletic Club;23;28;190 cm;25,5 M €
espagna.csv;;;;;;;
espagna.csv;Unai Simón;;;;;;
espagna.csv;;DD, MC, MD, DC;Atletico Madrid;5;31;180 cm;18,5 M €
espagna.csv;;;;;;;
espagna.csv;Marcos Llorente;;;;;;
espagna.csv;;DD, MD, DLD;Tottenham Hotspur;12;26;176 cm;50 M €
espagna.csv;;;;;;;
espagna.csv;Pedro Porro;;;;;;
espagna.csv;;DC, DD;Atletico Madrid;2;22;190 cm;22,3 M €
espagna.csv;;;;;;;
espagna.csv;Marc Pubill;;;;;;
espagna.csv;;DC, DD, MD;Barcelona;4;25;182 cm;27 M €
espagna.csv;;;;;;;
espagna.csv;Eric García;;;;;;
espagna.csv;;DC;Athletic Club;14;32;191 cm;7 M €
espagna.csv;;;;;;;
espagna.csv;Aymeric Laporte;;;;;;
espagna.csv;;DC;Barcelona;22;19;184 cm;134 M €
espagna.csv;;;;;;;
espagna.csv;Pau Cubarsí;;;;;;
espagna.csv;;DG, DLG;Chelsea;24;27;177 cm;45,9 M €
espagna.csv;;;;;;;
espagna.csv;Marc Cucurella;;;;;;
espagna.csv;;DLG, DG, MG;Bayer Leverkusen;3;30;171 cm;26,2 M €
espagna.csv;;;;;;;
espagna.csv;Alejandro Grimaldo;;;;;;
espagna.csv;;MD, AG;Barcelona;9;21;173 cm;39,7 M €
espagna.csv;;;;;;;
espagna.csv;Gavi;;;;;;
espagna.csv;;MD, MC;Manchester City;16;29;190 cm;73,1 M €
espagna.csv;;;;;;;
espagna.csv;Rodri;;;;;;
espagna.csv;;MD, MC;Barcelona;20;23;174 cm;106,9 M €
espagna.csv;;;;;;;
espagna.csv;Pedri;;;;;;
espagna.csv;;MC, ATT, MD;Arsenal;6;29;187 cm;33,4 M €
espagna.csv;;;;;;;
espagna.csv;Mikel Merino;;;;;;
espagna.csv;;MC;Paris Saint-Germain;8;30;189 cm;33,3 M €
espagna.csv;;;;;;;
espagna.csv;Fabián Ruiz;;;;;;
espagna.csv;;MC, MD;Arsenal;18;27;180 cm;77 M €
espagna.csv;;;;;;;
espagna.csv;Martín Zubimendi;;;;;;
espagna.csv;;MG, AG, MC, MO, ATT, MD;Atletico Madrid;15;24;174 cm;45,5 M €
espagna.csv;;;;;;;
espagna.csv;Álex Baena;;;;;;
espagna.csv;;MO, MC, AG;Barcelona;10;28;180 cm;55,7 M €
espagna.csv;;;;;;;
espagna.csv;Dani Olmo;;;;;;
espagna.csv;;MO, AG, MD, MG, AD;Crystal Palace;11;23;172 cm;49,1 M €
espagna.csv;;;;;;;
espagna.csv;Yéremi Pino;;;;;;
espagna.csv;;AD;Barcelona;19;18;180 cm;191,2 M €
espagna.csv;;;;;;;
espagna.csv;Lamine YamalBlessure à la cuisse - Mi juin 2026;;;;;;
espagna.csv;;AG, MG;Athletic Club;17;23;181 cm;57,9 M €
espagna.csv;;;;;;;
espagna.csv;Nico Williams;;;;;;
espagna.csv;;AG, AD, ATT, MO, MG;Osasuna;25;22;173 cm;80 k €
espagna.csv;;;;;;;
espagna.csv;Víctor Muñoz;;;;;;
espagna.csv;;ATT, AG, AD;Barcelona;7;26;184 cm;46,9 M €
espagna.csv;;;;;;;
espagna.csv;Ferran Torres;;;;;;
espagna.csv;;ATT;Real Sociedad;21;29;180 cm;34,4 M €
espagna.csv;;;;;;;
espagna.csv;Mikel Oyarzabal;;;;;;
espagna.csv;;ATT;Celta Vigo;26;33;187 cm;2,4 M €
espagna.csv;;;;;;;
espagna.csv;Borja Iglesias;;;;;;
france.csv;;Entraineur;France;;57;;
france.csv;;;;;;;
france.csv;Didier Deschamps;;;;;;
france.csv;;GA;Rennes;1;32;186 cm;6,3 M €
france.csv;;;;;;;
france.csv;Brice Samba;;;;;;
france.csv;;GA;Milan;16;30;191 cm;22,2 M €
france.csv;;;;;;;
france.csv;Mike Maignan;;;;;;
france.csv;;GA;Lens;23;21;193 cm;12,5 M €
france.csv;;;;;;;
france.csv;Robin Risser;;;;;;
france.csv;;DD, DG, MD, DLD;Chelsea;2;23;179 cm;45,9 M €
france.csv;;;;;;;
france.csv;Malo Gusto;;;;;;
france.csv;;DD;Barcelona;5;27;180 cm;63,9 M €
france.csv;;;;;;;
france.csv;Jules Koundé;;;;;;
france.csv;;DC;Bayern München;4;27;185 cm;38,9 M €
france.csv;;;;;;;
france.csv;Dayot Upamecano;;;;;;
france.csv;;DC;Liverpool;15;27;192 cm;32 M €
france.csv;;;;;;;
france.csv;Ibrahima Konaté;;;;;;
france.csv;;DC;Arsenal;17;25;193 cm;97,4 M €
france.csv;;;;;;;
france.csv;William Saliba;;;;;;
france.csv;;DC;Crystal Palace;26;26;190 cm;51,6 M €
france.csv;;;;;;;
france.csv;Maxence Lacroix;;;;;;
france.csv;;DG;Aston Villa;3;32;178 cm;9,9 M €
france.csv;;;;;;;
france.csv;Lucas Digne;;;;;;
france.csv;;DG, DLG, MG, AG;Al Hilal;19;28;184 cm;28,4 M €
france.csv;;;;;;;
france.csv;Theo Hernández;;;;;;
france.csv;;DG, DC;Paris Saint-Germain;21;30;183 cm;20,7 M €
france.csv;;;;;;;
france.csv;Lucas Hernández;;;;;;
france.csv;;MD, MC;Roma;6;25;185 cm;55 M €
france.csv;;;;;;;
france.csv;Kouadio Koné;;;;;;
france.csv;;MD, MC;Fenerbahçe;13;35;168 cm;1,9 M €
france.csv;;;;;;;
france.csv;N'Golo Kanté;;;;;;
france.csv;;MC, MD, DC;Real Madrid;8;26;185 cm;70,2 M €
france.csv;;;;;;;
france.csv;Aurélien Tchouaméni;;;;;;
france.csv;;MC, MD;Milan;14;31;191 cm;19,6 M €
france.csv;;;;;;;
france.csv;Adrien Rabiot;;;;;;
france.csv;;MC, DD, MD;Paris Saint-Germain;18;20;178 cm;88,1 M €
france.csv;;;;;;;
france.csv;Warren Zaïre-Emery;;;;;;
france.csv;;MO, AD, AG;Manchester City;24;22;177 cm;70,7 M €
france.csv;;;;;;;
france.csv;Rayan Cherki;;;;;;
france.csv;;AD, MO, MD;Bayern München;11;24;184 cm;170,6 M €
france.csv;;;;;;;
france.csv;Michael Olise;;;;;;
france.csv;;AD, AG, ATT, MC;Paris Saint-Germain;20;21;178 cm;99,7 M €
france.csv;;;;;;;
france.csv;Désiré Doué;;;;;;
france.csv;;AD, MO, MD, ATT;Monaco;25;24;175 cm;54,4 M €
france.csv;;;;;;;
france.csv;Maghnes Akliouche;;;;;;
france.csv;;AG, AD, ATT;Paris Saint-Germain;12;23;182 cm;70,7 M €
france.csv;;;;;;;
france.csv;Bradley Barcola;;;;;;
france.csv;;ATT, AD;Paris Saint-Germain;7;29;178 cm;95,8 M €
france.csv;;;;;;;
france.csv;Ousmane Dembélé;;;;;;
france.csv;;ATT;Inter;9;28;188 cm;54,2 M €
france.csv;;;;;;;
france.csv;Marcus Thuram;;;;;;
france.csv;;ATT, AG;Real Madrid;10;27;178 cm;112,9 M €
france.csv;;;;;;;
france.csv;Kylian Mbappé;;;;;;
france.csv;;ATT;Crystal Palace;22;28;192 cm;40 M €
france.csv;;;;;;;
france.csv;Jean-Philippe Mateta;;;;;;
ghana.csv;;Entraineur;Portugal;;73;;
ghana.csv;;;;;;;
ghana.csv;Carlos Queiroz;;;;;;
ghana.csv;;GA;St. Gallen;1;29;188 cm;1,1 M €
ghana.csv;;;;;;;
ghana.csv;Lawrence Ati-Zigi;;;;;;
ghana.csv;;GA;St. Patrick's Athletic;12;25;183 cm;79,1 k €
ghana.csv;;;;;;;
ghana.csv;Joseph Anang;;;;;;
ghana.csv;;GA;Ghana;16;33;188 cm;120 k €
ghana.csv;;;;;;;
ghana.csv;Benjamin Asare;;;;;;
ghana.csv;;DC, DD;Rennes;2;26;173 cm;6,5 M €
ghana.csv;;;;;;;
ghana.csv;Alidu Seidu;;;;;;
ghana.csv;;DC;Wolfsburg;4;22;188 cm;9,3 M €
ghana.csv;;;;;;;
ghana.csv;Jonas Adjetey;;;;;;
ghana.csv;;DC;Rayo Vallecano;6;27;188 cm;2,1 M €
ghana.csv;;;;;;;
ghana.csv;Abdul Mumin;;;;;;
ghana.csv;;DC;Başakşehir;18;27;195 cm;3,9 M €
ghana.csv;;;;;;;
ghana.csv;Jerome Opoku;;;;;;
ghana.csv;;DC, DD;Nice;21;22;188 cm;9,1 M €
ghana.csv;;;;;;;
ghana.csv;Kojo Peprah Oppong;;;;;;
ghana.csv;;DC;Pafos FC;23;30;186 cm;548,2 k €
ghana.csv;;;;;;;
ghana.csv;Derrick Luckassen;;;;;;
ghana.csv;;DC, DD, DLD;Auxerre;26;25;179 cm;2,6 M €
ghana.csv;;;;;;;
ghana.csv;Marvin Senaya;;;;;;
ghana.csv;;DG, DLG, DC, MG;Auxerre;14;27;178 cm;2,3 M €
ghana.csv;;;;;;;
ghana.csv;Gideon Mensah;;;;;;
ghana.csv;;DG;PAOK Thessaloniki;17;31;180 cm;1 M €
ghana.csv;;;;;;;
ghana.csv;Abdul Rahman Baba;;;;;;
ghana.csv;;MD, MC;Real Oviedo;8;27;183 cm;1,1 M €
ghana.csv;;;;;;;
ghana.csv;Kwasi Sibo;;;;;;
ghana.csv;;MC, DC, DD, DLD;Nordsjælland;3;20;182 cm;5,9 M €
ghana.csv;;;;;;;
ghana.csv;Caleb Yirenkyi;;;;;;
ghana.csv;;MC;Villarreal;5;32;185 cm;2,6 M €
ghana.csv;;;;;;;
ghana.csv;Thomas Partey;;;;;;
ghana.csv;;MC, MD;Auxerre;15;28;182 cm;2,6 M €
ghana.csv;;;;;;;
ghana.csv;Elisha Owusu;;;;;;
ghana.csv;;MG, AG, DLG;Al Qadsiah;13;21;172 cm;11,5 M €
ghana.csv;;;;;;;
ghana.csv;Christopher Bonsu Baah;;;;;;
ghana.csv;;MO, MD;Atalanta;22;24;175 cm;20,2 M €
ghana.csv;;;;;;;
ghana.csv;Kamaldeen Sulemana;;;;;;
ghana.csv;;AD;Leicester City;7;22;177 cm;24,2 M €
ghana.csv;;;;;;;
ghana.csv;Abdul Fatawu;;;;;;
ghana.csv;;AD, AG, MO, ATT;Coventry City;10;27;180 cm;5,6 M €
ghana.csv;;;;;;;
ghana.csv;Brandon Thomas-Asante;;;;;;
ghana.csv;;AD, AG, ATT, MD;Manchester City;11;26;185 cm;71,1 M €
ghana.csv;;;;;;;
ghana.csv;Antoine Semenyo;;;;;;
ghana.csv;;AD, ATT, AG, MD;Athletic Club;19;31;186 cm;17,3 M €
ghana.csv;;;;;;;
ghana.csv;Iñaki Williams;;;;;;
ghana.csv;;AD, MO, AG, MD, ATT, MC;Saint-Etienne;20;25;173 cm;3,8 M €
ghana.csv;;;;;;;
ghana.csv;Augustine Boakye;;;;;;
ghana.csv;;AD;Lyon;24;22;178 cm;15,3 M €
ghana.csv;;;;;;;
ghana.csv;Ernest Nuamah;;;;;;
ghana.csv;;ATT, AG;Leicester City;9;34;182 cm;1,2 M €
ghana.csv;;;;;;;
ghana.csv;Jordan Ayew;;;;;;
ghana.csv;;ATT, AG, MO;Viktoria Plzen;25;22;179 cm;3,6 M €
ghana.csv;;;;;;;
ghana.csv;Prince Adu;;;;;;
haïti.csv;;Entraineur;France;;53;;
haïti.csv;;;;;;;
haïti.csv;Sébastien Migné;;;;;;
haïti.csv;;GA;SC Bastia;1;38;181 cm;197,9 k €
haïti.csv;;;;;;;
haïti.csv;Johny Placide;;;;;;
haïti.csv;;GA;Sochaux;12;25;190 cm;310,7 k €
haïti.csv;;;;;;;
haïti.csv;Alexandre Pierre;;;;;;
haïti.csv;;GA;Haïti;23;26;183 cm;30 k €
haïti.csv;;;;;;;
haïti.csv;Josué Duverger;;;;;;
haïti.csv;;DD, DC;Angers;2;29;180 cm;1,3 M €
haïti.csv;;;;;;;
haïti.csv;Carlens Arcus;;;;;;
haïti.csv;;Défenseur;Young Boys II;3;20;179 cm;35 k €
haïti.csv;;;;;;;
haïti.csv;Keeto Thermoncy;;;;;;
haïti.csv;;DC;LDU de Quito;4;36;190 cm;343,2 k €
haïti.csv;;;;;;;
haïti.csv;Ricardo Adé;;;;;;
haïti.csv;;DC;Lugano;5;27;185 cm;1,1 M €
haïti.csv;;;;;;;
haïti.csv;Hannes Delcroix;;;;;;
haïti.csv;;DC, MD, MO;El Paso Locomotive FC;6;23;182 cm;69,4 k €
haïti.csv;;;;;;;
haïti.csv;Carl Sainté;;;;;;
haïti.csv;;DC, DD, DLD, MD;Gent;22;28;184 cm;1,5 M €
haïti.csv;;;;;;;
haïti.csv;Jean-Kévin Duverne;;;;;;
haïti.csv;;DG, DC, DD;Colorado Springs Switchbacks FC;13;32;175 cm;50 k €
haïti.csv;;;;;;;
haïti.csv;Duke Lacroix;;;;;;
haïti.csv;;DLD, MD, DD;Zulte Waregem;24;24;180 cm;471,1 k €
haïti.csv;;;;;;;
haïti.csv;Wilguens Paugain;;;;;;
haïti.csv;;DLG, DG, MG, AG;Nancy;8;27;178 cm;181,3 k €
haïti.csv;;;;;;;
haïti.csv;Martin Expérience;;;;;;
haïti.csv;;MC, MO, AG, MD;Wolverhampton Wanderers;10;27;170 cm;17,6 M €
haïti.csv;;;;;;;
haïti.csv;Jean-Ricner Bellegarde;;;;;;
haïti.csv;;MC, MD;Vizela;14;28;181 cm;148,2 k €
haïti.csv;;;;;;;
haïti.csv;Leverton Pierre;;;;;;
haïti.csv;;MC, MD, MD;Philadelphia Union;17;26;180 cm;1,9 M €
haïti.csv;;;;;;;
haïti.csv;Danley Jean Jacques;;;;;;
haïti.csv;;MC, ATT, MD;Tatran Presov;25;25;179 cm;143,4 k €
haïti.csv;;;;;;;
haïti.csv;Dominique Simon;;;;;;
haïti.csv;;MC;Real Hope FA;26;21;175 cm;
haïti.csv;;;;;;;
haïti.csv;Olivier Pierre;;;;;;
haïti.csv;;MD, AD, DLD, MO;Auxerre;21;24;178 cm;4,4 M €
haïti.csv;;;;;;;
haïti.csv;Josué Casimir;;;;;;
haïti.csv;;AD, MD, DLG;FC Dallas;11;25;178 cm;1,5 M €
haïti.csv;;;;;;;
haïti.csv;Don Deedson Louicius;;;;;;
haïti.csv;;AG, MG, AD;Almere City FC;15;24;178 cm;277,5 k €
haïti.csv;;;;;;;
haïti.csv;Ruben Providence;;;;;;
haïti.csv;;ATT, AG, MG;Toronto FC;7;29;178 cm;317,3 k €
haïti.csv;;;;;;;
haïti.csv;Derrick Etienne;;;;;;
haïti.csv;;ATT, AG;Esteghlal;9;32;181 cm;585,7 k €
haïti.csv;;;;;;;
haïti.csv;Duckens Nazon;;;;;;
haïti.csv;;ATT, MO, AD;Ferencvaros;16;25;183 cm;1,1 M €
haïti.csv;;;;;;;
haïti.csv;Lenny Joseph;;;;;;
haïti.csv;;ATT;Sunderland;18;25;180 cm;21,6 M €
haïti.csv;;;;;;;
haïti.csv;Wilson Isidor;;;;;;
haïti.csv;;ATT, AD;Vizela;19;27;185 cm;300,8 k €
haïti.csv;;;;;;;
haïti.csv;Yassin Fortuné;;;;;;
haïti.csv;;ATT;Rizespor;20;31;194 cm;1,4 M €
haïti.csv;;;;;;;
haïti.csv;Frantzdy Pierrot;;;;;;
irak.csv;;Entraineur;Australie;;62;;
irak.csv;;;;;;;
irak.csv;Graham Arnold;;;;;;
irak.csv;;GA;0;1;31;192 cm;430 k €
irak.csv;;;;;;;
irak.csv;Fahad Talib;;;;;;
irak.csv;;GA;Al Zawraa;12;35;188 cm;350 k €
irak.csv;;;;;;;
irak.csv;Jalal Hassan;;;;;;
irak.csv;;GA;Al Shorta;22;29;185 cm;470 k €
irak.csv;;;;;;;
irak.csv;Ahmed Basil;;;;;;
irak.csv;;DD;Pogoń Szczecin;3;24;182 cm;384,4 k €
irak.csv;;;;;;;
irak.csv;Hussein Ali;;;;;;
irak.csv;;DD;Al Shorta;15;25;181 cm;350 k €
irak.csv;;;;;;;
irak.csv;Mustafa Saadoon;;;;;;
irak.csv;;DC;Port FC;2;34;192 cm;71,3 k €
irak.csv;;;;;;;
irak.csv;Rebin Sulaka;;;;;;
irak.csv;;DC;Pakhtakor Tashkent;4;25;193 cm;630 k €
irak.csv;;;;;;;
irak.csv;Zaid Tahseen;;;;;;
irak.csv;;DC;Al Zawraa;5;27;184 cm;650 k €
irak.csv;;;;;;;
irak.csv;Akam Hashim;;;;;;
irak.csv;;DC;Al Shorta;9;29;190 cm;400 k €
irak.csv;;;;;;;
irak.csv;Munaf Younus;;;;;;
irak.csv;;DG, DC, DLG, MG;Viktoria Plzen;23;26;173 cm;875,7 k €
irak.csv;;;;;;;
irak.csv;Merchas Doski;;;;;;
irak.csv;;MD, MC;FC Utrecht;11;23;181 cm;1,6 M €
irak.csv;;;;;;;
irak.csv;Zidane Iqbal;;;;;;
irak.csv;;MD, MC;Sarpsborg 08;20;23;175 cm;1,3 M €
irak.csv;;;;;;;
irak.csv;Aimar Sher;;;;;;
irak.csv;;MC, MD, DG, DD;Persib Bandung;3;32;181 cm;70,2 k €
irak.csv;;;;;;;
irak.csv;Frans Putros;;;;;;
irak.csv;;MC, MD;Cracovia;16;28;184 cm;782,2 k €
irak.csv;;;;;;;
irak.csv;Amir Al Ammari;;;;;;
irak.csv;;MC, MD;AGF;19;25;185 cm;601,9 k €
irak.csv;;;;;;;
irak.csv;Kevin Yakob;;;;;;
irak.csv;;MC;Irak;20;24;;430 k €
irak.csv;;;;;;;
irak.csv;Zaid Ismail Al Dulaimi;;;;;;
irak.csv;;MD, AG, AD;AEK Larnaca;7;22;172 cm;405,8 k €
irak.csv;;;;;;;
irak.csv;Youssef Amyn;;;;;;
irak.csv;;MG, MD, MO, AD, AG, ATT;Al-Dhafra;8;26;183 cm;850 k €
irak.csv;;;;;;;
irak.csv;Ibrahim Bayesh;;;;;;
irak.csv;;AG, MG, AD, MD, MC;Nashville SC;11;22;183 cm;3,5 M €
irak.csv;;;;;;;
irak.csv;Ahmed Qasem;;;;;;
irak.csv;;AG, MG, MO, ATT, AD;Al Najma;17;22;178 cm;556,7 k €
irak.csv;;;;;;;
irak.csv;Ali Jasim;;;;;;
irak.csv;;AG, AD, MG, ATT;Venezia;21;22;184 cm;1,6 M €
irak.csv;;;;;;;
irak.csv;Marko Farji;;;;;;
irak.csv;;ATT;0;7;30;180 cm;130 k €
irak.csv;;;;;;;
irak.csv;Ali Yousif;;;;;;
irak.csv;;ATT;Luton Town;9;24;187 cm;1,6 M €
irak.csv;;;;;;;
irak.csv;Ali Al Hamadi;;;;;;
irak.csv;;ATT;Dibba Al Fujairah;10;25;183 cm;1,5 M €
irak.csv;;;;;;;
irak.csv;Mohanad Ali;;;;;;
irak.csv;;ATT;0;18;30;189 cm;470 k €
irak.csv;;;;;;;
irak.csv;Aymen Hussein;;;;;;
iran.csv;;Entraineur;Iran;;62;;
iran.csv;;;;;;;
iran.csv;Amir Ghalenoei;;;;;;
iran.csv;;GA;Tractor;1;33;194 cm;167,8 k €
iran.csv;;;;;;;
iran.csv;Alireza Beiranvand;;;;;;
iran.csv;;GA;Persepolis;12;31;194 cm;369,7 k €
iran.csv;;;;;;;
iran.csv;Payam Niazmand;;;;;;
iran.csv;;GA;Sepahan;22;33;187 cm;287,8 k €
iran.csv;;;;;;;
iran.csv;Hossein Hosseini;;;;;;
iran.csv;;DD;Esteghlal;2;27;176 cm;465,9 k €
iran.csv;;;;;;;
iran.csv;Saleh Hardani;;;;;;
iran.csv;;DD;Sepahan;17;24;181 cm;1,3 M €
iran.csv;;;;;;;
iran.csv;Aria Yousefi;;;;;;
iran.csv;;DD;Esteghlal;23;36;184 cm;78,2 k €
iran.csv;;;;;;;
iran.csv;Ramin Rezaeian;;;;;;
iran.csv;;DC;Tractor;4;37;180 cm;68,2 k €
iran.csv;;;;;;;
iran.csv;Shoja Khalilzadeh;;;;;;
iran.csv;;DC;Persepolis;13;32;188 cm;996,8 k €
iran.csv;;;;;;;
iran.csv;Hossein Kanaani;;;;;;
iran.csv;;DC;Foolad Khuzestan;19;30;182 cm;550 k €
iran.csv;;;;;;;
iran.csv;Ali Nemati;;;;;;
iran.csv;;Défenseur;Iran;25;22;182 cm;1,3 M €
iran.csv;;;;;;;
iran.csv;Danial Eiri;;;;;;
iran.csv;;DG;Sepahan;3;36;178 cm;97,4 k €
iran.csv;;;;;;;
iran.csv;Ehsan Haji Safi;;;;;;
iran.csv;;DG;Persepolis;5;32;178 cm;403,3 k €
iran.csv;;;;;;;
iran.csv;Milad Mohammadi;;;;;;
iran.csv;;MD, MC, DC;Shabab Al-Ahli Dubai FC;6;29;190 cm;1,5 M €
iran.csv;;;;;;;
iran.csv;Saeid Ezatolahi;;;;;;
iran.csv;;MD;Esteghlal;26;20;186 cm;1 M €
iran.csv;;;;;;;
iran.csv;Amirmohammad Razaghinia;;;;;;
iran.csv;;MC;Esteghlal;15;32;194 cm;104,5 k €
iran.csv;;;;;;;
iran.csv;Roozbeh Cheshmi;;;;;;
iran.csv;;MC, MD, DC;Al-Wahda;21;25;186 cm;1,5 M €
iran.csv;;;;;;;
iran.csv;Mohammad Ghorbani;;;;;;
iran.csv;;MG;Tractor;16;31;180 cm;599,6 k €
iran.csv;;;;;;;
iran.csv;Mehdi Torabi;;;;;;
iran.csv;;MO, MC, AG, MD;Al Ittihad Kalba;14;32;175 cm;1,3 M €
iran.csv;;;;;;;
iran.csv;Saman Ghoddos;;;;;;
iran.csv;;MO, ATT;Standard Liege;24;29;182 cm;1,7 M €
iran.csv;;;;;;;
iran.csv;Dennis Eckert;;;;;;
iran.csv;;AD, AG, MC;FCV Dender EH;7;32;181 cm;243,2 k €
iran.csv;;;;;;;
iran.csv;Alireza Jahanbakhsh;;;;;;
iran.csv;;ATT, AG;FC Rostov;8;27;176 cm;1,5 M €
iran.csv;;;;;;;
iran.csv;Mohammad Mohebi;;;;;;
iran.csv;;ATT, MO;Olympiacos;9;33;185 cm;1,7 M €
iran.csv;;;;;;;
iran.csv;Mehdi Taremi;;;;;;
iran.csv;;ATT, MO, AD;Al-Nasr SC;10;27;166 cm;4,8 M €
iran.csv;;;;;;;
iran.csv;Mehdi Ghayedi;;;;;;
iran.csv;;ATT;Persepolis;11;30;181 cm;558,4 k €
iran.csv;;;;;;;
iran.csv;Ali Alipour;;;;;;
